ISBN,bookTitle,bookAuthor,yearOfPublication,publisher,imageUrlS,imageUrlM,imageUrlL,weighted_rating,avg_rating,num_ratings
006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",Simon Winchester,1999,Perennial,http://images.amazon.com/images/P/006099486X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006099486X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006099486X.01.LZZZZZZZ.jpg,7.6800035271566,7.703703703703703,54.0
0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425175405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425175405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425175405.01.LZZZZZZZ.jpg,7.6789310278412035,7.693181818181818,88.0
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,7.677232885524729,7.688679245283019,106.0
0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg,7.675335625985124,7.6875,96.0
0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press,http://images.amazon.com/images/P/0743418204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.LZZZZZZZ.jpg,7.674886919979242,7.693548387096774,62.0
0446605409,Plum Island,Nelson DeMille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg,7.672003930260213,7.695652173913044,46.0
0316782505,The Weight of Water,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316782505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg,7.672003930260213,7.695652173913044,46.0
0375705856,Plainsong ,KENT HARUF,2000,Vintage,http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,7.670772254046318,7.686567164179104,67.0
0060977493,The God of Small Things,Arundhati Roy,1998,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,7.669754339819958,7.680412371134021,97.0
0399143947,Point of Origin,Patricia Daniels Cornwell,1998,Putnam Pub Group,http://images.amazon.com/images/P/0399143947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399143947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399143947.01.LZZZZZZZ.jpg,7.6672503640321,7.688888888888889,45.0
0385335830,Diary of a Mad Bride ,Laura Wolf,2002,Delta,http://images.amazon.com/images/P/0385335830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335830.01.LZZZZZZZ.jpg,7.667203668242866,7.686274509803922,51.0
0553579754,Fear Nothing,DEAN KOONTZ,1998,Bantam,http://images.amazon.com/images/P/0553579754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg,7.663259013002499,7.67741935483871,62.0
0449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books,http://images.amazon.com/images/P/0449221490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.LZZZZZZZ.jpg,7.66253908617204,7.680851063829787,47.0
0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday,http://images.amazon.com/images/P/0385502532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg,7.658085960523492,7.673469387755102,49.0
0446611085,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446611085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611085.01.LZZZZZZZ.jpg,7.656347044281881,7.666666666666667,69.0
0552996009,Notes From a Small Planet,Bill Bryson,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0552996009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552996009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552996009.01.LZZZZZZZ.jpg,7.65333715441965,7.666666666666667,48.0
0316666009,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,http://images.amazon.com/images/P/0316666009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.LZZZZZZZ.jpg,7.651087652026684,7.661016949152542,59.0
0671004530,On the Street Where You Live,Mary Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0671004530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg,7.648521065909398,7.654761904761905,84.0
0679735909,Possession : A Romance,A.S. BYATT,1991,Vintage,http://images.amazon.com/images/P/0679735909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.LZZZZZZZ.jpg,7.648454579129787,7.659574468085107,47.0
0449221504,K Is for Killer ,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg,7.648454579129787,7.659574468085107,47.0
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,http://images.amazon.com/images/P/0553277472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg,7.646871465840554,7.653333333333333,75.0
0375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg,7.645208728510147,7.648275862068965,145.0
0786817070,Artemis Fowl ,Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg,7.643268113451171,7.648648648648648,74.0
0425180964,The Bear and the Dragon ,Tom Clancy,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425180964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425180964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425180964.01.LZZZZZZZ.jpg,7.639448265530761,7.645833333333333,48.0
0553279912,A Is for Alibi ,SUE GRAFTON,1987,Bantam,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg,7.635240278715991,7.637254901960785,102.0
0385472951,The Partner,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg,7.634637501441644,7.637931034482759,58.0
0451167317,The Dark Half,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451167317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg,7.63087255563277,7.632352941176471,68.0
038572179X,Atonement : A Novel,IAN MCEWAN,2003,Anchor,http://images.amazon.com/images/P/038572179X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg,7.629666012564212,7.630769230769231,65.0
0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg,7.628432025770371,7.628865979381444,97.0
0312305060,The Hours: A Novel,Michael Cunningham,2002,Picador,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg,7.627714216458921,7.627906976744186,129.0
0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books,http://images.amazon.com/images/P/0449006522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg,7.627203668242865,7.627450980392157,51.0
0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell,http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg,7.624460351071432,7.62406015037594,133.0
0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,http://images.amazon.com/images/P/0670880728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670880728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670880728.01.LZZZZZZZ.jpg,7.623899676859933,7.622641509433962,53.0
044022103X,One True Thing,Anna Quindlen,1995,Dell,http://images.amazon.com/images/P/044022103X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022103X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022103X.01.LZZZZZZZ.jpg,7.622165879975876,7.62,50.0
0553574574,Beach Music,Pat Conroy,1996,Bantam Books,http://images.amazon.com/images/P/0553574574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574574.01.LZZZZZZZ.jpg,7.621152587565687,7.619047619047619,63.0
0440241537,The King of Torts,JOHN GRISHAM,2003,Dell,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg,7.62103685446737,7.619565217391305,92.0
0451186362,Rose Madder,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451186362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg,7.62028556504528,7.617021276595745,47.0
0743412028,Pay It Forward,Catherine Ryan Hyde,2000,Pocket,http://images.amazon.com/images/P/0743412028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg,7.614943073713432,7.610169491525424,59.0
0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins,http://images.amazon.com/images/P/0060173289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060173289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060173289.01.LZZZZZZZ.jpg,7.614943073713432,7.610169491525424,59.0
0441569595,Neuromancer ,William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg,7.614260149685295,7.61038961038961,77.0
0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440235162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235162.01.LZZZZZZZ.jpg,7.611558612424609,7.606060606060606,66.0
080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg,7.607622322835891,7.6,60.0
0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book,http://images.amazon.com/images/P/0451203771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203771.01.LZZZZZZZ.jpg,7.607194102451852,7.6,65.0
0671027387,Deception Point,Dan Brown,2002,Pocket,http://images.amazon.com/images/P/0671027387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg,7.607181838617221,7.602150537634409,93.0
0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345378482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.LZZZZZZZ.jpg,7.606811437427817,7.6,70.0
0671024248,Hearts In Atlantis,Stephen King,2000,Pocket,http://images.amazon.com/images/P/0671024248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg,7.606467425436513,7.6,75.0
0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial,http://images.amazon.com/images/P/0060958022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg,7.604838188112252,7.597014925373134,67.0
1573227331,About a Boy,Nick Hornby,1999,Riverhead Books,http://images.amazon.com/images/P/1573227331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573227331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573227331.01.LZZZZZZZ.jpg,7.603080450233524,7.592592592592593,54.0
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",http://images.amazon.com/images/P/0316969443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.LZZZZZZZ.jpg,7.602332768138009,7.594936708860759,79.0
0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket,http://images.amazon.com/images/P/0743457358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743457358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743457358.01.LZZZZZZZ.jpg,7.600537001576198,7.588235294117647,51.0
0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg,7.600191786277214,7.596774193548387,186.0
0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg,7.598164081818561,7.587301587301587,63.0
0671004573,Before I Say Good-Bye,Mary Higgins Clark,2001,Pocket,http://images.amazon.com/images/P/0671004573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg,7.598052135587985,7.586206896551724,58.0
0671014196,The Summerhouse,Jude Deveraux,2002,Pocket,http://images.amazon.com/images/P/0671014196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg,7.595958147395672,7.584615384615384,65.0
0375727132,The Dive From Clausen's Pier : A Novel ,ANN PACKER,2003,Vintage,http://images.amazon.com/images/P/0375727132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg,7.59263519892388,7.576923076923077,52.0
0440214041,The Pelican Brief,John Grisham,1993,Dell,http://images.amazon.com/images/P/0440214041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg,7.591112500597045,7.586206896551724,174.0
038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/038550120X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038550120X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038550120X.01.LZZZZZZZ.jpg,7.590859763030618,7.580246913580247,81.0
0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg,7.5885737404892,7.578947368421052,95.0
0061015725,Prey,Michael Crichton,2003,Avon Books,http://images.amazon.com/images/P/0061015725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061015725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061015725.01.LZZZZZZZ.jpg,7.584557179388265,7.571428571428571,77.0
0743237188,Fall On Your Knees ,Ann-Marie MacDonald,2002,Touchstone,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg,7.5830481795908256,7.574803149606299,127.0
0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books,http://images.amazon.com/images/P/0449221512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg,7.582788292635632,7.5636363636363635,55.0
0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg,7.582043623655252,7.567567567567567,74.0
0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743224574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.LZZZZZZZ.jpg,7.581625339435336,7.56,50.0
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg,7.580744137261912,7.56140350877193,57.0
0553582127,The Search,Iris Johansen,2001,Bantam Books,http://images.amazon.com/images/P/0553582127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582127.01.LZZZZZZZ.jpg,7.579477304187037,7.5576923076923075,52.0
0679446486,Airframe,Michael Crichton,1996,Alfred A. Knopf,http://images.amazon.com/images/P/0679446486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679446486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679446486.01.LZZZZZZZ.jpg,7.572003930260212,7.543478260869565,46.0
0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner,http://images.amazon.com/images/P/0684865742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg,7.566319409450195,7.538461538461538,52.0
0553289411,The Plains of Passage ,JEAN M. AUEL,1991,Bantam,http://images.amazon.com/images/P/0553289411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289411.01.LZZZZZZZ.jpg,7.563947536876266,7.531914893617022,47.0
0312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983824.01.LZZZZZZZ.jpg,7.563947536876266,7.531914893617022,47.0
0440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg,7.56319443326981,7.55607476635514,214.0
0446359866,Presumed Innocent,Scott Turow,1989,Warner Books,http://images.amazon.com/images/P/0446359866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg,7.561466769734327,7.5344827586206895,58.0
0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,http://images.amazon.com/images/P/0688177751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg,7.556052779237221,7.526315789473684,57.0
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg,7.555038504512517,7.539823008849558,113.0
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.LZZZZZZZ.jpg,7.55216110047286,7.54424778761062,226.0
0449907481,A Thousand Acres ,JANE SMILEY,1992,Ballantine Books,http://images.amazon.com/images/P/0449907481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg,7.551431378757295,7.527027027027027,74.0
042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.LZZZZZZZ.jpg,7.551308335046592,7.511111111111111,45.0
0141000198,Bridget Jones's Diary,Helen Fielding,2001,Penguin Putnam,http://images.amazon.com/images/P/0141000198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141000198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141000198.01.LZZZZZZZ.jpg,7.549414461943282,7.5256410256410255,78.0
1558744630,Chicken Soup for the Teenage Soul ,Jack Canfield,1997,Health Communications,http://images.amazon.com/images/P/1558744630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744630.01.LZZZZZZZ.jpg,7.547203668242865,7.509803921568627,51.0
0312243022,The Hours : A Novel,Michael Cunningham,2000,Picador,http://images.amazon.com/images/P/0312243022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312243022.01.LZZZZZZZ.jpg,7.546806959981597,7.52054794520548,73.0
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books,http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg,7.545042887139958,7.525252525252525,99.0
0743436210,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg,7.5429816501937745,7.514285714285714,70.0
0671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket,http://images.amazon.com/images/P/0671004565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004565.01.LZZZZZZZ.jpg,7.542226043308539,7.5,48.0
0671003755,She's Come Undone ,Wally Lamb,1996,Washington Square Press,http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg,7.541299892286644,7.531400966183575,207.0
0446609404,Cradle and All,James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446609404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609404.01.LZZZZZZZ.jpg,7.540692817450745,7.507936507936508,63.0
031242227X,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,http://images.amazon.com/images/P/031242227X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031242227X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031242227X.01.LZZZZZZZ.jpg,7.540402751182148,7.513157894736842,76.0
0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720955.01.LZZZZZZZ.jpg,7.536193751407319,7.5,60.0
0451207521,Jackdaws,Ken Follett,2002,Signet Book,http://images.amazon.com/images/P/0451207521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451207521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451207521.01.LZZZZZZZ.jpg,7.535778522791759,7.48936170212766,47.0
